run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera
ERR10677146	ERX10144910	SAMEA8947202	ERS6629975	PRJEB11419	ERP012803	ERA19529803	qiita_ppdid_118164:10317.THDMI.BLANK5.11B	qiita_ptid_10903:10317.THDMI.BLANK5.11B	qiita_sid_10317:10317.THDMI.BLANK5.11B	qiita_sid_10317	PAIRED	PCR	METAGENOMIC	WGS	10317.THDMI.BLANK5.11B	Illumina NovaSeq 6000	ILLUMINA	146601	978	256318	metagenome	10317.THDMI.BLANK5.11B	Illumina NovaSeq 6000 sequencing: qiita_ptid_10903:10317.THDMI.BLANK5.11B	American Gut Project	American Gut control	2e2014fade7e73ad0500b049472748c1;2e2014fade7e73ad0500b049472748c1	39628;41645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR106/046/ERR10677146/ERR10677146_2.fastq.gz
