run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera
ERR1160845	ERX1234252	SAMEA3687213	ERS994362	PRJEB11419	ERP012803	ERA541392	qiita_ppdid_706:10317.BLANK.93.3D.r22	qiita_ptid_1263:10317.BLANK.93.3D.r22	qiita_sid_10317:10317.BLANK.93.3D.r22	qiita_sid_10317	SINGLE	PCR	METAGENOMIC	AMPLICON	10317.BLANK.93.3D.r22	Illumina HiSeq 2500	ILLUMINA	4158	33	256318	metagenome	10317.BLANK.93.3D.r22	Illumina HiSeq 2500 sequencing: qiita_ptid_1263:10317.BLANK.93.3D.r22	American Gut Project	American Gut control	2e2014fade7e73ad0500b049472748c1	2491	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1160845/ERR1160845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR116/005/ERR1160845/ERR1160845.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR116/005/ERR1160845/ERR1160845.fastq.gz
